Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities,share
1997:Q3,ageunder40,10.3,13.8,18.6,25.9,7.7,9.6,18.2,13.2,10.7,34.9,33.7,45,8.4,18.21678211421424
1997:Q4,age70plus,19.9,17.6,18.5,12.1,21,14.8,1.5,14,26.6,3.7,2.9,2.5,16.8,1.5308049003130826
1997:Q4,age55to69,34.6,32.2,26.5,25.7,37.6,37.6,27.7,33.1,33.9,17.5,16.8,15.3,33.5,27.725005762148324
1997:Q4,age40to54,35.1,36.4,36.8,36.2,33.7,38.1,52.4,39.2,28.7,44.3,47,37.5,40.5,52.3556853313568
1997:Q4,ageunder40,10.4,13.8,18.3,25.9,7.8,9.5,18.4,13.6,10.8,34.6,33.3,44.8,9.2,18.388504006181787
1998:Q1,age70plus,19.8,17.7,18.5,12,21.1,15,1.8,13.7,26.5,3.8,3.1,2.3,17.4,1.7886826703530694
1998:Q1,age55to69,34.7,32.4,26.5,26,37.6,37.6,28,33.1,34,17.6,16.9,15.5,32.6,27.977581397236424
1998:Q1,age40to54,35.1,36.3,36.8,36.5,33.5,37.9,52.1,39.1,28.8,44.4,47.1,37.7,40.7,52.142029147017965
1998:Q1,ageunder40,10.4,13.6,18.2,25.5,7.7,9.5,18.1,14,10.7,34.1,32.8,44.5,9.3,18.091706785392542
1998:Q2,age70plus,19.8,17.6,18.6,11.8,21,15,1.6,13.5,26.5,3.9,3.1,2.4,18.2,1.639045728557625
1998:Q2,age55to69,34.8,32.5,26.4,26.2,37.7,37.6,28,33.1,34.3,17.8,17.1,15.8,32.1,27.986698651877482
1998:Q2,age40to54,35.1,36.3,36.8,36.7,33.5,37.8,52.2,39,28.8,44.3,47.1,37.5,40.8,52.169587413066075
1998:Q2,ageunder40,10.4,13.6,18.1,25.2,7.8,9.6,18.2,14.4,10.4,34,32.7,44.3,8.9,18.204668206498813
1998:Q3,age70plus,19.5,17.3,17.9,11.6,20.5,15,1,13.2,26.2,4,3.2,2.5,17.9,1.0454002084051282
1998:Q3,age55to69,34.9,32.5,26.7,26.7,37.9,37.7,27.7,33.1,34.7,17.9,17.3,16.1,31,27.738504398357165
1998:Q3,age40to54,35.1,36.4,37.1,37.3,33.6,37.8,52.4,38.9,28.6,44.4,47.1,37.4,41.8,52.42132058769292
1998:Q3,ageunder40,10.6,13.8,18.3,24.4,8,9.6,18.8,14.8,10.4,33.8,32.4,44,9.3,18.79477480554479
1998:Q4,age70plus,19.7,17.6,18.5,11.8,21.2,14.7,1.8,13.6,26.2,3.9,3.1,2.6,17.6,1.8025016326403094
1998:Q4,age55to69,34.8,32.5,26.4,26.3,37.6,37.4,28.4,33.6,34.3,17.8,17.3,15.9,31.4,28.40072227461298
1998:Q4,age40to54,35.2,36.5,37.1,37.3,33.4,38.5,52.3,38.8,28.8,44.5,47.2,37.7,41.6,52.26369029184905
1998:Q4,ageunder40,10.2,13.4,17.9,24.6,7.9,9.4,17.5,14,10.7,33.8,32.5,43.8,9.4,17.53308580089766
1999:Q1,age70plus,19.7,17.5,18.3,11.8,21.4,14.4,2,13.9,26.3,3.8,3,2.5,18,2.0084430572848215
1999:Q1,age55to69,34.7,32.4,26.5,26.3,37.4,37.2,28.7,34.1,34.1,17.8,17.2,15.7,32.1,28.723936401669683
1999:Q1,age40to54,35.5,36.8,37.4,37.6,33.3,39.2,52.4,38.6,29.1,44.7,47.3,38.2,41,52.37931696488922
1999:Q1,ageunder40,10,13.3,17.9,24.3,7.9,9.2,16.9,13.3,10.5,33.7,32.5,43.6,8.9,16.88830357615628
1999:Q2,age70plus,19.9,17.7,18.5,11.9,21.8,14.1,2.3,14.3,26.4,3.8,2.8,2.5,19.1,2.2756918259271957
