Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
1989:Q3,White,18448768,21030570,5993550,1643620,1977789,2975262,911183,2623291,4905875,2581803,1826714,620290,134799
1989:Q3,Black,813293,997756,338458,110864,16812,304031,53056,38126,136410,184464,104554,78234,1676
1989:Q3,Hispanic,430988,633914,263016,67249,14467,102429,22186,55980,108586,202927,142169,46589,14169
1989:Q3,Other,730704,911946,297675,74617,46621,96243,21383,252229,123179,181242,137252,39094,4896
1989:Q4,White,18737378,21371825,6062466,1660151,2034442,3041763,944439,2635019,4993545,2634446,1861033,639189,134224
1989:Q4,Black,841951,1034587,345594,116421,18112,314728,57581,42649,139503,192637,110337,80112,2188
1989:Q4,Hispanic,455387,666005,278805,69720,15081,106051,23541,61553,111254,210618,147692,49383,13543
1989:Q4,Other,769899,957279,307452,79484,50405,101591,24427,257608,136312,187379,141053,40601,5725
1990:Q1,White,18784507,21466706,6105370,1692378,1917096,3094308,951169,2652313,5054072,2682198,1918309,625252,138637
1990:Q1,Black,854966,1053238,346090,117963,18039,324134,58976,47421,140615,198272,117511,78019,2742
1990:Q1,Hispanic,464344,680683,280777,73555,14795,108464,24055,67250,111787,216339,153633,49822,12884
1990:Q1,Other,802469,993579,317810,83233,48972,105574,26519,262298,149172,191109,145460,39227,6422
1990:Q2,White,18970831,21707199,6141215,1706328,1981625,3153754,974420,2662368,5087489,2736368,1967363,630349,138656
1990:Q2,Black,880373,1084335,350386,123529,19454,334383,62578,52115,141889,203962,122537,78227,3198
1990:Q2,Hispanic,480142,700084,290269,74979,15268,110505,25078,72392,111593,219942,156986,50925,12031
1990:Q2,Other,834085,1028998,322899,87674,52706,109641,29472,265288,161318,194913,148526,39211,7176
1990:Q3,White,18799950,21580504,6188701,1726360,1645902,3207099,959437,2674085,5178920,2780554,2007739,641246,131569
1990:Q3,Black,885784,1096670,350556,122622,17478,344167,61226,56978,143643,210886,128223,79214,3449
1990:Q3,Hispanic,479357,702553,287048,77046,13694,111684,24564,77377,111140,223196,159913,52332,10951
1990:Q3,Other,854175,1052593,331878,90218,44166,112857,30426,267380,175668,198419,150861,39510,8048
1990:Q4,White,19212459,22037794,6193905,1743845,1848162,3265180,996424,2686386,5303892,2825334,2038384,650938,136012
1990:Q4,Black,902849,1122426,348728,123874,20136,354581,66372,61995,146740,219577,135333,80160,4084
1990:Q4,Hispanic,479883,706622,282315,78323,14725,112470,25503,82116,111170,226739,162967,53719,10053
1990:Q4,Other,887763,1088646,335475,93079,51748,116003,33526,268548,190267,200883,152571,39573,8739
1991:Q1,White,19671559,22513379,6222167,1762811,2143908,3320542,1043356,2679989,5340606,2841821,2069071,633981,138769
1991:Q1,Black,931744,1156073,351677,129139,23670,364880,72808,66649,147250,224330,141808,77902,4620
1991:Q1,Hispanic,486494,713266,284449,79098,16037,112597,26497,85581,109007,226772,164669,53006,9097
1991:Q1,Other,918410,1118810,337235,96781,62326,118545,36833,267239,199852,200400,153604,37318,9478
1991:Q2,White,19692724,22586768,6254320,1774201,2126826,3380988,1062323,2669461,5318648,2894044,2122229,634418,137397
1991:Q2,Black,948366,1178648,353260,131159,24525,375840,75873,71343,146649,230282,147572,77684,5026
1991:Q2,Hispanic,482595,708792,281508,78990,15823,112419,26668,88512,104872,226197,165369,52858,7970
1991:Q2,Other,934412,1135829,339692,99357,63003,121056,39066,264770,208885,201417,154944,36346,10127
1991:Q3,White,19946349,22884700,6302750,1792958,2275666,3442120,1100078,2649726,5321402,2938351,2153948,637553,146850
1991:Q3,Black,972347,1202226,353662,130075,26883,387021,81404,75950,147231,229880,146525,77615,5740
1991:Q3,Hispanic,480484,699475,272739,79479,16260,111795,27216,90648,101338,218991,159992,51937,7062
1991:Q3,Other,960492,1159947,344503,100931,68782,123228,41930,260812,219761,199455,153504,35395,10556
1991:Q4,White,20486282,23500279,6370047,1803571,2684660,3505507,1146562,2627911,5362022,3013997,2206028,649869,158100
1991:Q4,Black,1003566,1238882,358467,132073,31569,398571,88208,80677,149317,235316,150033,78768,6515
1991:Q4,Hispanic,480952,696770,270744,78654,17601,110828,27904,92374,98665,215817,157781,51835,6201
1991:Q4,Other,991217,1190803,347342,103091,82698,125184,45074,256062,231352,199586,153514,35110,10962
1992:Q1,White,20499559,23547860,6451307,1812385,2628122,3591298,1149715,2620236,5294797,3048301,2257309,635305,155687
1992:Q1,Black,1036232,1267198,366359,136741,32231,412465,89329,85993,144080,230967,147558,76478,6931
1992:Q1,Hispanic,484715,689751,272925,77224,17040,110328,27246,94523,90465,205036,150885,49060,5091
1992:Q1,Other,1003857,1200019,348677,105745,81578,128359,46275,251929,237456,196162,151969,32510,11683
1992:Q2,White,20539417,23639983,6488386,1827831,2629448,3666998,1171915,2605376,5250029,3100566,2300162,637505,162899
1992:Q2,Black,1068380,1298398,369410,140932,33420,425793,93059,91317,144468,230018,146158,76244,7616
1992:Q2,Hispanic,489792,685763,268272,76231,16652,115377,27101,96023,86108,195971,144373,47418,4180
1992:Q2,Other,1023912,1217209,347142,108086,82129,140329,48263,246747,244513,193297,150002,31165,12130
1992:Q3,White,20837728,24000171,6580984,1848512,2748576,3743990,1208879,2603840,5265390,3162442,2351804,647239,163399
1992:Q3,Black,1092208,1329212,372932,138530,35699,439360,98831,97237,146623,237004,151688,77186,8130
1992:Q3,Hispanic,485301,677851,257946,75882,16634,119841,27226,97901,82421,192550,142380,47020,3150
1992:Q3,Other,1054744,1247330,352127,108618,86202,151763,50686,242230,255705,192587,149455,30489,12643
1992:Q4,White,21412525,24637222,6669109,1872022,3105192,3825884,1252129,2622026,5290860,3224697,2393000,665840,165857
1992:Q4,Black,1102189,1344746,378845,137104,38650,445790,100273,93586,150499,242557,155378,79306,7873
1992:Q4,Hispanic,490773,682626,256611,75842,17700,124359,32079,90527,85508,191853,141427,47381,3045
1992:Q4,Other,1077930,1272665,352072,108286,98224,171539,54180,230116,258248,194735,150548,32241,11946
1993:Q1,White,21709033,24949821,6689616,1877644,3223996,3872526,1310102,2685536,5290401,3240788,2412125,652642,176021
1993:Q1,Black,1122724,1363166,385971,145194,39490,448752,103604,91020,149135,240441,155052,77536,7853
1993:Q1,Hispanic,503621,689536,263800,73496,17901,127112,36724,85190,85313,185915,137277,45556,3082
1993:Q1,Other,1086823,1279184,341539,110066,102531,188241,57873,221103,257832,192362,149733,31528,11101
1993:Q2,White,21971138,25269964,6792159,1909840,3287896,3921320,1343299,2734608,5280842,3298827,2459204,662094,177529
1993:Q2,Black,1122627,1369426,392194,143286,39850,451858,103575,87855,150808,246799,160607,78625,7567
1993:Q2,Hispanic,502463,687867,260441,73820,17883,129516,40316,79160,86731,185403,137034,45432,2937
1993:Q2,Other,1094865,1288741,342297,109306,104927,204423,60438,210723,256627,193876,150984,32511,10381
1993:Q3,White,22365470,25736588,6899257,1943331,3448955,3973903,1384825,2791476,5294841,3371118,2500133,681463,189522
1993:Q3,Black,1119953,1376616,397772,140192,41035,455213,104635,84697,153072,256663,168093,80981,7589
1993:Q3,Hispanic,498435,685054,255458,74117,18124,131712,43783,73533,88327,186619,137596,46043,2980
1993:Q3,Other,1107303,1303144,343814,108239,110066,220262,63258,200773,256733,195841,152196,34181,9464
1993:Q4,White,22800498,26254177,7006594,1978249,3620708,4023429,1410220,2854213,5360764,3453679,2538197,717145,198337
1993:Q4,Black,1121970,1386768,405995,141471,42287,458083,103460,81484,153988,264799,172203,85092,7504
1993:Q4,Hispanic,499755,685847,255541,74171,18365,133602,46442,68270,89456,186092,136109,47023,2960
1993:Q4,Other,1117732,1315927,343128,108186,115340,235474,65183,191201,257415,198195,152668,36908,8619
1994:Q1,White,22948618,26431488,7080684,1997729,3461121,4072758,1423231,2935914,5460051,3482870,2564795,715737,202338
1994:Q1,Black,1127634,1396756,414748,146442,40706,460690,100635,78575,154960,269122,176914,84831,7377
1994:Q1,Hispanic,504419,688529,259792,72875,17669,135407,48545,63951,90290,184111,134896,46320,2895
1994:Q1,Other,1123034,1320896,337919,108991,110851,250391,66567,183007,263170,197863,152864,36988,8011
1994:Q2,White,23120611,26679786,7179074,2030423,3384763,4121336,1452590,3014221,5497379,3559175,2607574,744567,207034
1994:Q2,Black,1126182,1401567,421738,147300,39805,462921,99813,75352,154639,275385,180091,87972,7322
1994:Q2,Hispanic,504859,687953,259468,72829,17241,137262,50865,59675,90613,183095,133386,46855,2854
1994:Q2,Other,1129229,1329421,337286,108996,108925,265175,68423,174685,265931,200192,153572,39186,7434
1994:Q3,White,23461990,27098871,7274634,2069693,3450935,4174623,1500197,3072691,5556098,3636881,2649855,778675,208351
1994:Q3,Black,1123113,1405833,425370,144817,40099,465257,101288,71353,157649,282721,183940,91697,7084
1994:Q3,Hispanic,503101,686285,254977,73517,17259,139473,53632,54844,92582,183184,132642,47793,2749
1994:Q3,Other,1142417,1345686,339118,108471,111261,280332,71108,165197,270199,203269,154611,41787,6871
1994:Q4,White,23675713,27418245,7345974,2098247,3413045,4222357,1491559,3143931,5703132,3742532,2691977,828974,221581
1994:Q4,Black,1109094,1400032,428341,143793,39473,466622,95544,67494,158765,290938,186431,97167,7340
1994:Q4,Hispanic,502042,686125,253045,73626,17048,141947,54964,50789,94707,184083,131783,49442,2858
1994:Q4,Other,1151947,1359463,339004,108497,110805,295574,71693,156855,277034,207515,155749,45585,6181
1995:Q1,White,24171467,27939884,7402928,2132511,3630115,4280534,1558176,3205639,5729982,3768417,2715431,832012,220974
1995:Q1,Black,1115942,1408747,430579,144608,40976,468536,99213,63155,161680,292805,188622,97031,7152
1995:Q1,Hispanic,509666,693018,253018,74337,17614,145288,58395,46637,97729,183352,131261,49322,2769
1995:Q1,Other,1172116,1380676,338413,109244,117882,311991,75338,148169,279639,208560,156612,46181,5767
1995:Q2,White,24720604,28560922,7490498,2161612,3868516,4377730,1631862,3258785,5771919,3840319,2751099,863037,226183
1995:Q2,Black,1108908,1410902,430382,138387,42579,471437,103717,58367,166033,301995,194496,100199,7300
1995:Q2,Hispanic,504744,692188,249046,75473,18323,142899,62319,42422,101706,187444,133614,51023,2807
1995:Q2,Other,1173967,1387273,344086,108846,125887,302936,79691,139217,286610,213307,159094,48867,5346
1995:Q3,White,25151312,29086449,7415111,2184909,4162751,4470402,1715608,3325229,5812439,3935137,2793867,900484,240786
1995:Q3,Black,1088398,1397858,417006,134113,44546,473217,109189,53765,166022,309460,197901,103821,7738
1995:Q3,Hispanic,496037,688035,239786,76684,19291,141409,66846,38960,105059,191998,135931,53071,2996
1995:Q3,Other,1169826,1388865,341233,109283,135935,294740,84502,131486,291687,219040,162071,52223,4746
1995:Q4,White,25836162,29850110,7489564,2208942,4486044,4568448,1786196,3368577,5942339,4013948,2819172,952447,242329
1995:Q4,Black,1094571,1410929,416840,134569,51939,468685,112617,55567,170713,316359,202276,106056,8027
1995:Q4,Hispanic,509804,703432,241974,77180,23238,142792,67341,41605,109302,193628,134863,55295,3470
1995:Q4,Other,1149414,1374216,344800,108563,139962,280175,87369,136861,276486,224802,163614,54362,6826
1996:Q1,White,26381558,30454364,7580098,2238552,4673159,4659864,1854395,3395038,6053257,4072806,2865011,951095,256700
1996:Q1,Black,1107029,1425892,418648,136721,57987,462981,115667,56802,177086,318863,209586,102297,6980
1996:Q1,Hispanic,529719,725946,248490,78495,27003,145018,68096,43916,114928,196227,136637,55827,3763
1996:Q1,Other,1136597,1364303,349872,108654,140823,266040,90639,141620,266655,227706,167072,52987,7647
1996:Q2,White,26784129,30940538,7669295,2257157,4845754,4750140,1900047,3400777,6117368,4156409,2911578,982736,262095
1996:Q2,Black,1104158,1425816,417217,133910,63681,456800,115826,57391,180991,321658,212480,101997,7181
1996:Q2,Hispanic,545567,744895,251935,79845,30932,148078,68559,45719,119827,199328,137220,57713,4395
1996:Q2,Other,1121060,1355277,358129,107919,141828,252259,93502,145428,256212,234217,170383,54134,9700
1996:Q3,White,27053807,31291909,7757668,2282450,4862880,4839516,1954985,3415962,6178447,4238102,2960938,1013152,264012
1996:Q3,Black,1106580,1430102,416491,132995,67747,450314,117076,58199,187280,323522,215163,101516,6843
1996:Q3,Hispanic,566797,770047,258142,81921,34550,151835,69400,48171,126028,203250,138499,59836,4915
1996:Q3,Other,1108842,1350051,366572,107852,138990,238531,97028,150294,250784,241209,174238,55343,11628
1996:Q4,White,27695273,32014781,7829196,2299548,5081884,4914493,2100134,3500697,6288829,4319507,3000969,1051861,266677
1996:Q4,Black,1126370,1452701,417919,136069,73450,442371,129686,60857,192349,326331,218472,102004,5855
1996:Q4,Hispanic,598866,807196,270652,83550,39094,155777,72073,53731,132320,208330,140475,62762,5093
1996:Q4,Other,1106573,1355062,371947,108826,142020,223817,103456,160394,244602,248489,178215,57251,13023
1997:Q1,White,27910262,32264170,7895786,2324125,5117418,5002901,2121279,3592845,6209816,4353908,3037103,1038372,278433
1997:Q1,Black,1132880,1455787,417141,137465,77269,435790,126703,63648,197771,322907,219771,96972,6164
1997:Q1,Hispanic,630240,841333,280583,85988,43156,160498,72258,59931,138919,211093,141690,63277,6126
1997:Q1,Other,1101512,1354182,378894,109522,140206,209450,106478,171345,238288,252670,181909,55554,15207
1997:Q2,White,29115175,33545967,7997959,2336072,5896405,5106718,2323251,3624307,6261256,4430792,3079803,1060233,290756
1997:Q2,Black,1159836,1483946,416834,134042,88075,430875,146413,64796,202912,324109,222190,95799,6120
1997:Q2,Hispanic,663671,880113,288604,87973,50570,165939,76924,63851,146252,216442,143780,65635,7027
1997:Q2,Other,1116934,1376572,390163,108954,159040,195441,116907,178163,227905,259638,186152,56372,17114
1997:Q3,White,30008190,34538155,8093006,2358891,6354207,5206947,2486341,3683355,6355408,4529964,3149320,1084910,295734
1997:Q3,Black,1177994,1505651,416245,131843,95798,425936,161330,66680,207819,327657,227576,95123,4958
1997:Q3,Hispanic,696216,919432,296351,90719,57003,171427,80535,69134,154264,223216,148119,68377,6720
1997:Q3,Other,1122943,1390391,401034,108607,169083,180550,125903,187024,218189,267447,191991,57395,18061
1997:Q4,White,30498561,35110732,8191537,2378808,6490410,5292386,2490205,3806633,6460753,4612170,3186019,1119211,306940
1997:Q4,Black,1192835,1518814,421561,136586,100510,420040,156353,70250,213514,325979,225686,95045,5248
1997:Q4,Hispanic,739317,965953,314707,92797,62278,176461,79829,77435,162446,226636,147531,70900,8205
1997:Q4,Other,1118306,1392914,407419,109836,170103,163943,128449,200541,212624,274609,195002,59009,20598
1998:Q1,White,32002996,36661821,8337811,2399837,7379216,5419382,2703023,3858180,6564372,4658825,3236512,1105339,316974
1998:Q1,Black,1237555,1559293,426911,135705,112380,418657,177819,72019,215801,321738,226138,90539,5061
1998:Q1,Hispanic,784833,1013186,327835,95217,71136,182608,84395,82654,169341,228353,148154,71069,9130
1998:Q1,Other,1138552,1416897,419642,109376,191957,149211,139506,208619,198587,278346,198687,57096,22563
1998:Q2,White,32593043,37360011,8527427,2424479,7530434,5516364,2736631,3904407,6720269,4766968,3299781,1142819,324368
1998:Q2,Black,1247312,1576299,437218,136581,117493,415571,176826,73750,218860,328986,232698,91658,4630
1998:Q2,Hispanic,826367,1062448,345589,97630,76785,194707,84159,87592,175987,236081,152053,74471,9557
1998:Q2,Other,1147117,1433738,432832,109065,192826,154353,143419,215914,185329,286621,203605,58796,24220
1998:Q3,White,32011079,36869759,8725039,2458695,6685612,5592748,2566692,3938965,6902008,4858680,3363956,1171883,322841
1998:Q3,Black,1212859,1547308,443072,130473,112930,411489,150498,75322,223523,334449,238316,92033,4100
1998:Q3,Hispanic,844598,1086810,350563,101056,77130,205902,77842,91842,182474,242211,154794,77083,10334
1998:Q3,Other,1126356,1420313,450583,106545,165468,157733,138678,221773,179533,293957,207775,59720,26462
1998:Q4,White,33886886,38854787,8944861,2483545,7898377,5691748,2872921,3988728,6974607,4967902,3439152,1198808,329942
1998:Q4,Black,1270314,1621053,451586,141018,118959,422915,186028,72824,227723,350740,246243,99652,4845
1998:Q4,Hispanic,868870,1122267,362299,102151,82821,213937,89610,89632,181817,253396,162968,80157,10271
1998:Q4,Other,1188692,1485557,454169,107085,200482,165384,148248,221996,188193,296864,209080,62656,25128
1999:Q1,White,34205397,39237593,9151454,2508838,7870854,5765478,2945169,3984062,7011737,5032195,3503101,1193455,335639
1999:Q1,Black,1265313,1629591,453963,143715,113394,432924,192352,69209,224034,364278,254228,104508,5542
1999:Q1,Hispanic,859618,1120585,358641,103568,81891,220660,94809,84607,176409,260966,170189,81322,9455
1999:Q1,Other,1190693,1486331,460876,105186,200326,170913,148199,217659,183171,295638,209158,63113,23367
1999:Q2,White,35192343,40345253,9385923,2542968,8524276,5849252,3077130,4048309,6917394,5152910,3580163,1210756,361991
1999:Q2,Black,1288298,1671843,462832,152190,114585,444830,206385,67552,223470,383545,264720,111998,6827
1999:Q2,Hispanic,863139,1134853,363735,105079,84367,227306,101616,82716,170034,271714,178687,83726,9301
1999:Q2,Other,1219871,1515862,465163,104632,218686,176714,150584,218051,182031,295992,209630,65101,21261
1999:Q3,White,35131854,40410117,9654021,2584725,8118861,5910802,2993510,4190092,6958106,5278263,3677997,1237282,362984
1999:Q3,Black,1271802,1675023,470727,155898,106494,455525,194368,68034,223976,403221,275321,120703,7197
1999:Q3,Hispanic,852077,1133841,360789,107424,81318,232897,101882,84423,165109,281764,187343,86251,8170
1999:Q3,Other,1217606,1515092,474303,102686,207132,180763,143833,223813,182562,297485,210563,67659,19263
1999:Q4,White,37473566,42902932,9898270,2616143,9730692,6024124,3265739,4267689,7100275,5429367,3756984,1265995,406388
1999:Q4,Black,1348314,1765004,481880,164670,116680,472035,226277,67052,236410,416690,278105,129678,8907
1999:Q4,Hispanic,877345,1163394,365243,108443,88527,240014,112932,83021,165214,286050,190270,87658,8122
1999:Q4,Other,1298979,1594972,477818,101865,251278,187953,152332,224702,199024,295993,209115,70290,16588
2000:Q1,White,38492989,44021479,10252902,2664384,10253101,6106755,3382310,4247726,7114301,5528490,3821458,1261134,445898
2000:Q1,Black,1392830,1816843,500044,171885,117317,486434,239612,63727,237824,424013,278048,135460,10505
2000:Q1,Hispanic,890285,1175864,372184,110940,90169,246007,119113,77011,160440,285579,190705,86721,8153
2000:Q1,Other,1329306,1620505,489654,100719,264899,193052,154150,218616,199415,291199,206520,70450,14229
2000:Q2,White,38354401,43990701,10632050,2711171,9699606,6170811,3343960,4375291,7057812,5636301,3916771,1293157,426373
2000:Q2,Black,1403552,1847973,521940,180396,109065,499779,234207,64243,238343,444422,287793,146147,10482
2000:Q2,Hispanic,893547,1187182,383049,113241,86680,251392,120560,78003,154257,293635,197724,89025,6886
2000:Q2,Other,1324010,1617177,502183,99903,248854,197002,149690,223195,196349,293167,206816,73443,12908
2000:Q3,White,38919922,44701677,10992527,2751129,9670115,6246472,3381117,4539264,7121053,5781755,4012455,1338619,430681
2000:Q3,Black,1419361,1886718,539103,183797,105472,514932,238438,65780,239196,467356,297482,158894,10980
2000:Q3,Hispanic,893318,1195957,383927,115422,85775,257321,124421,80749,148341,302639,204613,92005,6021
2000:Q3,Other,1343665,1639324,516951,97836,247562,201867,148727,230521,195860,295659,207261,77554,10844
2000:Q4,White,38440865,44313820,11356754,2790991,8492396,6301468,3246623,4641404,7484184,5872956,4088083,1390009,394864
2000:Q4,Black,1419101,1912284,564072,195652,92193,528636,221772,65817,244142,493183,309222,173047,10914
2000:Q4,Hispanic,895091,1207923,400306,117113,78852,262827,122893,80686,145245,312831,212151,95914,4766
2000:Q4,Other,1324243,1624474,527586,98000,215541,205767,140943,233884,202752,300231,207328,82297,10606
2001:Q1,White,38297048,44198040,11970969,2825481,7572300,6372444,3020821,4709284,7726740,5900991,4156054,1388262,356675
2001:Q1,Black,1439505,1950278,609500,204853,81178,544443,194517,65028,250758,510772,319373,181387,10012
2001:Q1,Hispanic,919426,1238019,434178,118741,72911,269310,118807,79159,144913,318593,218687,96816,3090
2001:Q1,Other,1327755,1627269,555111,97657,191289,211171,130178,235448,206414,299514,207246,83259,9009
2001:Q2,White,39432786,45468561,12295852,2851004,8209445,6467715,3130685,4778397,7735463,6035775,4271144,1405145,359486
2001:Q2,Black,1470426,2017215,628480,210941,83937,565624,208042,64301,255889,546789,343865,192435,10489
2001:Q2,Hispanic,913783,1252541,440141,120083,76237,272134,125167,77856,140923,338758,235538,100812,2408
2001:Q2,Other,1370095,1674553,569357,96750,209582,219920,133307,237859,207778,304458,211654,85857,6947
2001:Q3,White,38459524,44704981,12626549,2878622,6882454,6541448,2892625,4842280,8041003,6245457,4396277,1419923,429257
2001:Q3,Black,1449571,2020254,646171,214932,69713,585061,180094,63457,260826,570683,353959,203368,13356
2001:Q3,Hispanic,892415,1242509,442957,122054,67773,274823,120870,76499,137532,350093,244682,102303,3108
2001:Q3,Other,1356111,1665048,587620,95704,175552,228218,123062,240838,214054,308938,215583,88758,4597
2001:Q4,White,39923937,46214681,12902560,2916516,7776569,6645655,3030042,4831521,8111818,6290744,4452980,1477060,360704
2001:Q4,Black,1515700,2118040,677004,218517,81315,605216,201020,69377,265590,602340,378838,212932,10570
2001:Q4,Hispanic,919900,1295673,472304,129547,74874,279351,122665,75595,141337,375774,264149,109857,1768
2001:Q4,Other,1379000,1705081,603819,99679,198071,230128,127047,229968,216369,326082,228968,91978,5136
2002:Q1,White,40417853,46813344,13195527,2936967,7801972,6714951,3123962,4895061,8144905,6395491,4568559,1469425,357507
2002:Q1,Black,1603780,2206942,710705,221496,85514,621876,216867,77377,273107,603162,379025,214140,9997
2002:Q1,Hispanic,968146,1350338,506974,135977,76676,283222,122911,78367,146210,382192,271328,109185,1679
2002:Q1,Other,1390254,1729818,623193,103832,197755,230762,129489,225035,219752,339563,243495,90766,5302
2002:Q2,White,39771524,46300892,13459088,2965503,7037558,6774740,2930054,4926644,8207306,6529369,4707100,1494235,328034
2002:Q2,Black,1630874,2245346,741830,225257,82291,637474,197852,84637,276006,614472,386439,219488,8545
2002:Q2,Hispanic,991055,1387812,540472,143413,73463,287160,114368,79756,149181,396757,284231,111485,1041
2002:Q2,Other,1358655,1717995,643921,108800,176324,231658,120883,218510,217898,359340,261358,92436,5546
2002:Q3,White,38696765,45372307,13743866,3003099,5718000,6835906,2715676,4995234,8360526,6675543,4843913,1517123,314507
2002:Q3,Black,1632879,2268876,768494,222360,72739,652988,176784,92990,282522,635997,403727,224555,7715
2002:Q3,Hispanic,996163,1416316,563162,152448,65662,291403,105222,83057,155362,420153,303879,115579,695
2002:Q3,Other,1325640,1708305,673748,112861,139998,233474,111602,215184,221438,382665,282102,94350,6213
2002:Q4,White,39494763,46334618,14029838,3028961,6067003,6923935,2833476,4902946,8548458,6839855,4983457,1548848,307550
2002:Q4,Black,1685152,2342370,796013,219211,80113,671015,195313,96908,283796,657218,419563,230665,6990
2002:Q4,Hispanic,1017961,1461921,589067,160682,70086,296800,107125,78373,159789,443961,323412,120071,478
2002:Q4,Other,1343795,1752342,706480,117351,149359,237956,116997,200413,223786,408548,304694,97424,6430
2003:Q1,White,39542355,46505115,14305841,3037418,5701437,6970455,2850079,5027782,8612103,6962759,5101327,1538662,322770
2003:Q1,Black,1745499,2417411,828406,221480,79834,683987,201551,106884,295268,671912,433922,230962,7028
2003:Q1,Hispanic,1058702,1523473,628889,167039,68991,300510,105471,84555,168019,464771,341969,122057,745
2003:Q1,Other,1362614,1794836,737558,123656,139234,240323,118298,201949,233817,432222,328115,97442,6665
2003:Q2,White,41156027,48413773,14600875,3059810,6733777,7039328,3107178,5113401,8759404,7257745,5287359,1560252,410134
2003:Q2,Black,1833475,2530241,858611,221185,95235,698634,237108,115752,303715,696766,452381,235257,9128
2003:Q2,Hispanic,1101834,1596204,663737,174898,78767,304897,111541,88807,173557,494370,365781,125932,2657
2003:Q2,Other,1431566,1895058,776095,130201,169080,244993,130981,200907,242800,463491,357978,100489,5024
2003:Q3,White,41868377,49309540,14913279,3093542,7122967,7098606,3176475,5194283,8710389,7441163,5474139,1587030,379994
2003:Q3,Black,1889681,2598411,885181,216706,103681,711280,249589,124413,307561,708730,461165,239878,7687
2003:Q3,Hispanic,1132996,1646964,690512,184087,83461,308523,111363,92790,176228,513968,383619,128430,1919
2003:Q3,Other,1481124,1980347,823330,136537,181628,249619,135865,199718,253650,499223,388941,104337,5945
2003:Q4,White,43537236,51142540,15238288,3126307,7996245,7169489,3416962,5301491,8893757,7605305,5609460,1616212,379633
2003:Q4,Black,1970274,2699847,913687,214298,117611,724058,283644,133706,312843,729573,478172,244560,6841
2003:Q4,Hispanic,1174844,1715746,722829,192873,91404,312116,116603,98100,181821,540902,405688,133209,2005
2003:Q4,Other,1558979,2098546,874333,144187,210218,255770,149680,200844,263514,539566,421555,108951,9060
2004:Q1,White,45669604,53395771,15760924,3167225,8422296,7305049,3481924,5469968,9788384,7726166,5729505,1608496,388165
