Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Equity in noncorporate business,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
2020:Q4,Other,13927016,4615806,4116456,499351,9311209,1504276,151331,195525,193447,2078,99448,89230,10218,3118745,198595,194756,992375,1344514,1369133,142511,2096641,2092516,1498106,560010,11955,22444,4125,11830375,14557937
2021:Q1,White,119544141,31087047,26166519,4920529,88457094,11157867,2446165,2798747,2798747,0,831618,764018,67600,33454833,1469117,1891946,7923955,13766319,11686419,1030107,11700826,11670844,8019857,2704260,220627,726100,29982,107843315,83590064
2021:Q1,Black,6940348,2353777,1926412,427365,4586571,652006,22543,40538,40538,0,5064,4326,738,401605,163902,288431,761759,1843167,283106,124450,1355661,1352143,733523,598890,7337,12393,3518,5584686,18206957
2021:Q1,Hispanic,4459526,2245006,1831391,413615,2214520,397413,12356,17331,17331,0,3832,1128,2704,171413,41409,132535,312890,724241,322494,78606,1064927,1064012,725498,310228,18972,9314,915,3394599,12413982
2021:Q1,Other,14376225,4762469,4253133,509335,9613757,1593116,155480,137344,137344,0,100012,89825,10187,3312121,198365,190729,1015767,1345051,1423011,142760,2094664,2090368,1506015,553814,11406,19132,4297,12281561,14580702
2021:Q2,White,124625629,32532589,27357729,5174860,92093040,11245781,2429303,2721483,2721483,0,853532,784746,68786,35978218,1496536,1929925,8332525,13853595,12218748,1033393,11933031,11903689,8174375,2759786,218325,751204,29341,112692598,83688322
2021:Q2,Black,7296443,2541796,2074988,466809,4754647,662155,23097,39846,39846,0,5575,4809,766,429600,168415,297504,833448,1866972,302331,125704,1388509,1385094,751958,612817,6976,13343,3414,5907934,18349451
2021:Q2,Hispanic,4732314,2432985,1989576,443409,2299329,404273,12549,17035,17035,0,4079,1330,2749,182226,42790,135973,331331,733607,356081,79385,1091381,1090487,744771,316952,18741,10023,894,3640932,12510016
2021:Q2,Other,15099766,5022139,4481149,540990,10077627,1613233,155347,130084,130084,0,101676,91465,10210,3562748,202534,199096,1069383,1366223,1533389,143913,2142591,2138347,1539713,569709,11096,17830,4243,12957175,14669561
2021:Q3,White,126977557,33871112,28510063,5361049,93106445,11372824,2365003,2733092,2733092,0,894913,824828,70084,36164381,1507580,1941152,8300329,13898484,12880014,1048675,12145844,12116558,8314864,2803530,224871,773293,29286,114831714,83774919
2021:Q3,Black,7487990,2695129,2204147,490982,4792862,670542,24072,39991,39991,0,6563,5771,792,431421,169720,299432,826967,1872290,324081,127783,1424460,1421061,777300,621728,7930,14103,3399,6063530,18361949
2021:Q3,Hispanic,4966094,2602969,2137253,465717,2363125,412870,12846,17190,17190,0,4548,1757,2790,183933,43442,137429,331701,739700,398397,81071,1128582,1127686,771571,325716,19752,10648,896,3837513,12586203
2021:Q3,Other,15676563,5307659,4740250,567410,10368904,1649567,153485,132407,132407,0,104817,94543,10274,3621392,206177,203375,1077898,1388456,1683674,147656,2206493,2202207,1586861,586445,12119,16782,4286,13470070,14852962
