Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Equity in noncorporate business,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count,Minimum Wealth Cutoff
2003:Q4,Next40,21456693,9814523,8249007,1565516,11642170,1642548,378382,278719,171952,106767,68174,40629,27545,1524877,427127,449167,1296015,4110403,1184349,282409,4427977,4418837,3533051,817245,4606,63935,9140,17028716,44262234,
2003:Q4,Bottom50,4183437,3092031,2283318,808713,1091405,236120,18901,21902,15381,6521,2502,1182,1321,93737,94470,18823,198040,209278,79945,117688,2904274,2902164,1784479,1077670,2005,38011,2110,1279162,55363189,
2004:Q1,TopPt1,5134288,832607,584878,247729,4301681,323635,120931,789221,600801,188420,148553,132381,16172,1644043,44984,1270,42208,27440,1144021,15373,58458,57905,35061,6518,2417,13908,554,5075829,112470,
2004:Q1,RemainingTop1,8981337,2245680,1946839,298841,6735657,667182,250245,719259,563995,155263,114619,87156,27463,2413114,174981,14895,325022,183550,1822322,50469,514853,511465,343696,28465,6193,133112,3387,8466484,997682,
2004:Q1,Next9,19744096,5775635,4995860,779774,13968462,1457528,522021,739800,559769,180031,265803,226862,38941,3159195,318552,538725,1128456,4032881,1661062,144440,1550556,1543980,1250643,174393,2767,116177,6576,18193540,10003240,
2004:Q1,Next40,22137513,10153426,8562938,1590488,11984087,1680144,379391,402174,287024,115150,75134,46378,28756,1561238,420287,463065,1317149,4180391,1219253,285861,4532750,4523783,3641289,813361,4095,65038,8968,17604763,44454876,
2004:Q1,Bottom50,4274454,3174193,2353267,820926,1100261,237637,18577,26616,19508,7108,2729,1324,1405,93593,93188,19146,198851,209244,82027,118654,2935539,2933468,1819011,1073735,1698,39025,2071,1338916,55603453,
2004:Q2,TopPt1,5180422,846245,600562,245683,4334177,328490,106956,728002,556936,171066,154162,137595,16567,1648750,46164,1356,42421,30233,1232085,15559,62555,61945,37338,6986,2402,15219,610,5117867,112936,
2004:Q2,RemainingTop1,9090670,2313701,2019788,293913,6776969,695507,231732,685329,540511,144818,108105,80355,27750,2389178,183995,14245,327012,190408,1899822,51637,531586,527796,356026,29338,6212,136219,3790,8559084,1001706,
2004:Q2,Next9,20053411,5928406,5117949,810458,14125005,1481094,513056,690863,519710,171153,291675,252494,39181,3103259,327697,550116,1144796,4128537,1747590,146321,1614095,1607203,1305808,176257,2583,122554,6892,18439316,10046281,
2004:Q2,Next40,22536401,10470899,8855379,1615520,12065502,1700324,378977,373037,266849,106188,80841,50843,29998,1526472,415693,472421,1331077,4239288,1258118,289254,4681710,4672755,3779672,820298,3920,68866,8955,17854691,44644808,
2004:Q2,Bottom50,4380635,3284079,2454541,829538,1096557,236596,18198,26236,19583,6653,2957,1464,1493,88101,92280,19369,198773,209459,85002,119586,3007632,3005553,1881396,1081659,1532,40966,2079,1373003,55839782,
2004:Q3,TopPt1,5388726,889228,624313,264915,4499498,328732,93866,778411,593514,184898,141558,124630,16929,1680510,47065,1450,41794,33063,1337074,15973,62664,62028,39187,7471,-704,16074,636,5326062,113376,18382510
2004:Q3,RemainingTop1,9330619,2402947,2119800,283147,6927672,714811,214279,721930,560987,160944,107648,79652,27997,2401201,192227,13692,325864,197434,1985151,53432,543135,539127,367711,30162,-1843,143097,4008,8787484,1005619,5526925
2004:Q3,Next9,20544468,6154273,5337778,816496,14390194,1487970,503785,735273,550770,184502,298499,259187,39312,3086639,335973,566791,1146411,4227142,1851348,150363,1645293,1638196,1339874,180537,-706,118492,7096,18899175,10088328,1062585
2004:Q3,Next40,22996980,10806000,9176926,1629073,12190981,1708209,377852,402273,282177,120096,80680,49479,31201,1505000,410096,484386,1325768,4300685,1298685,297347,4829279,4820423,3915697,840718,-1022,65031,8856,18167701,44830889,116180
2004:Q3,Bottom50,4442618,3348464,2514258,834206,1094154,233785,17815,28031,20456,7574,3147,1573,1573,83469,91198,19643,196324,209673,88369,122700,3090862,3088800,1942935,1105988,-447,40324,2062,1351756,56070729,
2004:Q4,TopPt1,5724580,889266,633900,255366,4835313,339357,94219,803959,666867,137092,176207,158746,17461,1863437,51854,1380,48870,42831,1396843,16357,64537,63838,39634,7390,-971,17786,699,5660042,113783,
2004:Q4,RemainingTop1,9677345,2467051,2173042,294009,7210294,724201,209007,725795,606307,119488,105234,76476,28758,2609917,193563,18518,356530,219548,1993919,54060,533655,529591,370127,31056,-2435,130842,4064,9143690,1009403,
2004:Q4,Next9,21503840,6401343,5566289,835054,15102497,1543246,508562,784379,628766,155614,317967,277302,40665,3349320,341296,596016,1236971,4310890,1958550,155299,1749034,1741848,1415304,185610,-957,141891,7185,19754806,10129143,
2004:Q4,Next40,23642550,11101181,9447428,1653753,12541369,1755300,379147,414463,325118,89344,88497,57273,31225,1579669,422259,496127,1439492,4365467,1293357,307590,4931468,4922404,3980084,861900,-1377,81797,9065,18711082,45012031,
2004:Q4,Bottom50,4666084,3518901,2658912,859989,1147183,241517,18401,28149,22464,5685,3386,1773,1613,90685,93475,19968,213535,213609,96141,128316,3239260,3237148,2054000,1134164,-687,49672,2112,1426824,56294939,
2005:Q1,TopPt1,5790162,898208,644673,253535,4891954,349677,87804,762004,624860,137144,175841,157832,18010,1883023,54509,1278,50191,52423,1458654,16549,61723,60974,38837,6674,-2946,18409,749,5728439,114157,
2005:Q1,RemainingTop1,9758561,2530079,2227678,302402,7228481,732577,191187,712381,592636,119745,118395,88853,29542,2598600,188436,22850,365938,239955,2003992,54171,528536,524492,371693,32743,-7074,127131,4043,9230025,1013049,
2005:Q1,Next9,21936218,6651520,5807935,843586,15284697,1597973,498126,768537,604868,163669,297529,255451,42078,3368906,339559,602951,1227836,4356711,2068101,158468,1761453,1754226,1431542,184628,-2832,140887,7228,20174764,10168549,
2005:Q1,Next40,23948793,11366947,9694610,1672337,12581847,1801591,370984,411091,317136,93955,84447,53197,31250,1571249,427297,496934,1422314,4393477,1288463,314000,4992737,4983498,4057630,849075,-3885,80677,9240,18956056,45187381,
2005:Q1,Bottom50,4837437,3662603,2779377,883225,1174834,249182,18354,29384,23433,5951,3555,1898,1656,91955,94555,20070,214580,217082,103962,132155,3373976,3371824,2189317,1131855,-2388,53040,2153,1463461,56511427,
2005:Q2,TopPt1,6036113,921359,658242,263117,5114755,353016,84220,793458,651101,142356,185892,167410,18482,1966428,57666,1193,54050,62146,1540055,16632,63712,62881,39213,6403,-1849,19115,831,5972402,114497,
2005:Q2,RemainingTop1,9977084,2599500,2290074,309426,7377583,727103,178626,738340,613802,124537,127094,96857,30237,2671116,184743,27489,384750,260957,2023380,53986,531239,527031,374662,33859,-4214,122724,4208,9445845,1016547,
2005:Q2,Next9,22629482,6925305,6082709,842596,15704177,1627803,493936,819338,642626,176712,287772,244515,43258,3482162,339391,622286,1262026,4410805,2198020,160639,1842680,1835298,1508110,187354,-1751,141585,7382,20786802,10206386,
2005:Q2,Next40,24375510,11626576,9934012,1692564,12748934,1829514,366677,443201,340350,102851,83663,52514,31149,1592861,433970,503769,1462058,4429288,1285690,318244,5081177,5071678,4136060,857286,-2470,80802,9499,19294334,45356140,
2005:Q2,Bottom50,4994638,3784217,2873628,910589,1210421,254200,18568,31577,25100,6478,3730,2050,1680,95549,95906,20294,222694,220651,112258,134995,3526644,3524425,2321653,1147488,-1604,56888,2219,1467994,56719298,
2005:Q3,TopPt1,6246132,921203,669243,251960,5324929,360877,86717,716480,610978,105501,191105,172299,18807,2105595,61738,1097,59038,71925,1653225,17132,64739,63928,39610,6193,-1821,19946,811,6181392,114806,
2005:Q3,RemainingTop1,10240109,2668791,2350754,318036,7571318,729968,176970,693281,600773,92508,137647,106888,30759,2815448,183736,31950,407740,282026,2057615,54937,529615,525855,377639,34900,-3926,117243,3760,9710494,1019888,
2005:Q3,Next9,23361030,7185039,6329163,855876,16175991,1674633,504007,767890,619825,148065,272469,228497,43972,3675666,342159,634107,1314615,4462711,2360965,166769,1929601,1922438,1587534,191536,-1690,145059,7163,21431429,10242495,
2005:Q3,Next40,24866298,11938669,10234105,1704564,12927630,1869518,371165,410614,332725,77889,81112,50286,30825,1638556,443661,506919,1526003,4462805,1286180,331099,5179323,5169844,4215663,873604,-2387,82964,9479,19686976,45517511,
2005:Q3,Bottom50,5207868,3952050,3024577,927473,1255818,261031,19404,30957,26020,4937,3857,2190,1667,101139,97760,20441,233857,224185,121338,141848,3691638,3689437,2457545,1172154,-1719,61458,2201,1516230,56917658,
2005:Q4,TopPt1,6431985,919383,678530,240853,5512601,365212,97346,723322,600632,122689,196579,177650,18929,2162645,64925,1007,63486,81769,1738560,17750,65842,65030,39846,6013,-989,20160,812,6366143,115084,
2005:Q4,RemainingTop1,10439203,2730812,2403363,327450,7708391,725688,189320,710871,603054,107817,147856,116811,31044,2850535,180019,36533,428754,303292,2079311,56212,533614,530177,379413,35898,-2002,116868,3437,9905589,1023063,
2005:Q4,Next9,24005113,7424689,6553997,870692,16580424,1709107,532262,798578,624279,174299,256806,212757,44048,3748923,341952,650257,1357639,4515195,2495663,174042,1995656,1988636,1660372,195465,-902,133701,7020,22009457,10276715,
2005:Q4,Next40,25334915,12222276,10502271,1720005,13112639,1900416,386477,435411,338992,96419,78390,48177,30213,1644864,450361,512140,1577421,4496695,1284019,346444,5251361,5241845,4280345,888583,-1302,74219,9516,20083554,45670694,
2005:Q4,Bottom50,5413911,4114644,3167417,947227,1299267,266565,21077,33329,27274,6056,3937,2333,1604,103795,99110,20630,243485,227714,129758,149867,3838809,3836609,2580422,1194596,-1001,62592,2200,1575102,57105612,
2006:Q1,TopPt1,6844033,927979,678009,249970,5916054,385236,97799,728354,613002,115352,211217,192545,18671,2480784,61282,919,67741,91693,1773363,17666,69571,68713,40639,5845,849,21380,858,6774462,115333,
2006:Q1,RemainingTop1,10869432,2732705,2398708,333997,8136727,751018,183331,719252,617625,101627,154458,123581,30877,3224125,155758,41191,449074,324925,2078019,55576,531997,528617,382233,36866,1593,107925,3380,10337434,1026064,
2006:Q1,Next9,24836082,7518734,6650983,867751,17317348,1801046,537618,825107,650496,174611,248223,205305,42918,4195246,319227,668687,1397051,4572063,2578371,174709,2112534,2105497,1760868,197527,761,146341,7037,22723548,10308887,
2006:Q1,Next40,25601123,12213959,10477535,1736425,13387164,1971639,387780,451471,356628,94843,77947,48868,29079,1762565,434208,518423,1624118,4534640,1276939,347432,5337603,5327929,4350312,893333,1155,83129,9674,20263520,45814893,
2006:Q1,Bottom50,5512679,4168995,3196282,972713,1343685,278097,21756,34826,28881,5945,3955,2508,1447,115616,96625,20840,252546,231277,136932,151215,3982053,3979818,2705490,1204013,909,69406,2235,1530626,57282266,
2006:Q2,TopPt1,6839943,917882,679350,238532,5922061,387697,104068,702246,565147,137099,233043,214946,18097,2414057,63892,812,68864,101615,1828190,17576,72176,71274,40976,5492,2436,22371,902,6767767,115554,
2006:Q2,RemainingTop1,10801541,2757101,2413503,343598,8044440,742363,187073,720189,599137,121051,158312,127988,30324,3095693,150201,45397,457974,346294,2086018,54924,531188,527876,384930,37892,4195,100859,3312,10270353,1028881,
2006:Q2,Next9,25054404,7657563,6775012,882551,17396841,1829530,555508,825965,618745,207220,244067,203265,40802,4090431,316966,671244,1385664,4620363,2681770,175333,2203013,2195966,1841779,198551,2143,153493,7047,22851391,10338851,
2006:Q2,Next40,25741226,12347420,10595681,1751739,13393806,1997667,396333,463226,343909,119317,79123,51601,27522,1713360,438859,517012,1603967,4564122,1271802,348335,5425041,5415215,4430303,893506,3401,88004,9826,20316185,45949309,
2006:Q2,Bottom50,5658775,4294374,3301452,992922,1364401,283002,23034,36916,29503,7413,3928,2711,1217,113962,97623,20891,253211,234718,144584,152532,4142826,4140557,2848661,1214170,2768,74957,2269,1515949,57446726,
2006:Q3,TopPt1,7026916,901867,677864,224002,6125049,393097,115280,691312,573390,117922,236902,219637,17265,2522606,68402,722,73107,111633,1894530,17459,73946,73009,40881,5281,3520,23327,937,6952970,115748,
2006:Q3,RemainingTop1,10986572,2770122,2416286,353836,8216450,738939,198659,716248,611816,104432,168371,138930,29441,3193734,150315,50021,478317,368261,2099388,54198,526594,523402,385506,38394,5503,93999,3192,10459978,1031506,
2006:Q3,Next9,25594589,7763472,6863255,900217,17831117,1869031,583065,836065,641361,194704,223383,185477,37906,4234672,320893,688194,1424648,4678341,2797114,175711,2275141,2268116,1902797,202470,3029,159820,7025,23319449,10366446,
2006:Q3,Next40,26003945,12442447,10675016,1767431,13561497,2031167,410085,466708,359765,106943,74673,49044,25629,1737187,449808,522509,1650120,4602782,1267751,348707,5505796,5495843,4486275,912326,4965,92277,9953,20498148,46073144,
2006:Q3,Bottom50,5816488,4415325,3402363,1012961,1401163,289053,24812,37737,31087,6651,3794,2861,933,118422,99672,21081,262225,238246,152511,153610,4311078,4308783,2971202,1252970,4275,80336,2296,1505409,57598097,
2006:Q4,TopPt1,7295819,895635,674916,220719,6400184,398680,131975,616296,505893,110403,245202,228463,16740,2762656,73663,636,79022,121714,1952631,17708,78373,77393,40585,5188,6766,24854,980,7217446,115915,
2006:Q4,RemainingTop1,11303172,2767850,2406424,361426,8535321,735468,218686,677679,579616,98063,177483,148565,28918,3459752,152661,54761,504751,390605,2109011,54465,517524,514407,383650,39026,9259,82473,3117,10785647,1033930,
2006:Q4,Next9,26267615,7835575,6930191,905384,18432040,1909481,619906,782208,587925,194283,206772,170777,35996,4562925,327238,708612,1489738,4741810,2903810,179541,2352213,2345185,1953263,206070,5720,180132,7028,23915402,10391512,
2006:Q4,Next40,26250258,12443868,10665385,1778483,13806390,2065018,428355,439827,334959,104868,71785,47627,24159,1811893,463217,529618,1730709,4646585,1262794,356588,5561189,5551089,4506569,927417,10271,106832,10100,20689069,46185601,
2006:Q4,Bottom50,5939748,4489501,3457005,1032496,1450247,295198,27106,37558,31047,6511,3752,3025,727,127395,102128,21302,275606,241807,160210,158186,4435012,4432684,3056185,1279015,8577,88907,2328,1504736,57735486,
2007:Q1,TopPt1,7575857,896023,666647,229376,6679834,418137,141166,638768,523933,114835,264388,248092,16296,2938761,77480,537,82255,131769,1968883,17690,77679,76628,40924,4953,5200,25551,1051,7498178,116057,
2007:Q1,RemainingTop1,11539744,2733128,2365550,367578,8806616,758004,225528,701070,598795,102275,183373,154888,28485,3641536,150641,59118,521406,412588,2099348,54003,509918,506706,383369,39473,6368,77495,3212,11029826,1036143,
2007:Q1,Next9,26794835,7827111,6926774,900337,18967724,2000334,641282,829575,620642,208933,198063,163708,34355,4798383,328763,716753,1511901,4795329,2966494,180847,2429513,2422379,2033746,204079,4244,180310,7133,24365323,10413890,
2007:Q1,Next40,26306144,12285218,10494276,1790941,14020926,2132987,437565,470709,356301,114408,71923,49118,22806,1857325,471722,530792,1754787,4680596,1253531,358989,5575965,5565642,4537605,914080,7358,106599,10323,20730179,46285881,
2007:Q1,Bottom50,5995970,4503726,3447395,1056330,1492244,306462,28700,39971,32898,7073,3773,3229,543,134102,103757,21401,281856,245216,166786,160221,4526909,4524526,3146802,1277587,7243,92895,2383,1469061,57857997,
2007:Q2,TopPt1,7733975,888269,659081,229187,6845707,414076,152784,602059,512647,89412,305465,289696,15768,3051409,82453,458,88350,141127,1989416,18109,79476,78390,40861,4832,5250,27446,1086,7654499,116176,
2007:Q2,RemainingTop1,11623710,2707851,2332488,375363,8915859,735365,235784,679831,599875,79956,181523,153592,27932,3740314,152090,64109,548408,432135,2091568,54731,494638,491549,382526,40257,5529,63237,3089,11129072,1038138,
2007:Q2,Next9,27188654,7836086,6932540,903546,19352567,2006284,666301,805953,623433,182521,203848,171367,32481,4943462,334047,744455,1578532,4850294,3033107,186286,2525288,2518183,2097055,207364,4147,209617,7105,24663366,10433420,
2007:Q2,Next40,26401288,12185371,10381146,1804226,14215917,2142507,448270,455104,361528,93576,77833,56479,21354,1875993,484034,541264,1837579,4738457,1244497,370378,5642422,5631978,4570404,926577,7249,127748,10444,20758866,46373186,
2007:Q2,Bottom50,6080699,4547939,3468947,1078993,1532760,309077,30526,39852,34051,5800,3854,3507,347,138621,106018,21685,295540,247733,173412,166443,4658150,4655742,3246447,1297937,7876,103483,2408,1422549,57964736,
2007:Q3,TopPt1,7965788,871511,648884,222627,7094278,416150,193939,710874,561456,149418,329007,313598,15409,3105350,86168,365,92013,150409,1991733,18270,81284,80132,40432,4713,7906,27081,1152,7884504,116271,25842328
2007:Q3,RemainingTop1,11776307,2673089,2289725,383364,9103218,723995,293262,770752,637106,133646,186217,158634,27583,3762664,149737,68645,566596,451372,2075228,54750,497495,494343,380953,40573,6566,66251,3152,11278812,1039904,7020956
2007:Q3,Next9,27618246,7814840,6904380,910460,19803406,2034537,737817,960768,689437,271331,195843,164712,31132,5005664,335114,758085,1606768,4899688,3079861,189260,2554272,2547084,2144891,212398,6071,183724,7188,25063974,10449941,1206165
2007:Q3,Next40,26529342,12060322,10246809,1813513,14469020,2166986,481262,563395,401313,162083,78888,58757,20131,1871082,492036,544958,1869746,4790867,1233383,376418,5684522,5673874,4601665,952299,11519,108390,10648,20844821,46446718,131903
2007:Q3,Bottom50,6165673,4593168,3495774,1097394,1572505,313957,34871,46619,36720,9899,3920,3728,191,141138,107550,21830,302822,250138,179478,170183,4813692,4811234,3351506,1345569,12504,101655,2458,1351981,58054810,
2007:Q4,TopPt1,7871504,890883,656650,234233,6980621,437521,232922,724450,565590,158860,375315,361125,14190,2923452,87791,407,85560,139113,1955170,18920,86081,84916,43093,5509,8670,27644,1165,7785423,116346,
2007:Q4,RemainingTop1,11635126,2636172,2260212,375960,8998954,767439,355132,774431,632355,142076,185850,159453,26397,3548703,149725,69790,560635,462936,2068875,55438,499922,496754,382001,43101,7542,64110,3168,11135204,1041443,
2007:Q4,Next9,27538284,7769848,6852224,917624,19768436,2130084,784827,964240,683458,280782,243768,212595,31173,4783160,338512,751314,1610331,4934320,3034896,192986,2586959,2579745,2169858,214841,7105,187942,7214,24951325,10463427,
2007:Q4,Next40,26400583,11903132,10065281,1837852,14497451,2192898,497996,558460,391742,166718,95554,75797,19758,1796179,493901,548481,1812367,4875003,1240099,386514,5725075,5714471,4617012,969907,12901,114651,10604,20675508,46506305,
2007:Q4,Bottom50,6106939,4545397,3437124,1108273,1561542,316292,36450,45858,35850,10008,3664,3592,73,132711,107931,21654,298308,244755,179946,173973,4910450,4908004,3413020,1376119,14412,104453,2446,1196490,58128073,
2008:Q1,TopPt1,7558368,887235,653350,233886,6671132,460300,283010,763019,597586,165433,410672,397588,13084,2661093,88049,422,75086,127784,1782278,19420,91532,90261,45588,6100,9731,28842,1271,7466836,116405,
2008:Q1,RemainingTop1,11295257,2554938,2184201,370737,8740319,813616,435201,791294,643340,147955,189060,163724,25336,3231041,145593,70096,538498,474024,1996188,55708,496928,493177,382126,45347,8783,56921,3751,10798330,1042798,
2008:Q1,Next9,26992733,7599314,6662871,936442,19393419,2230536,843640,992917,706175,286742,285281,253830,31451,4443016,337352,717346,1545048,4959270,2843760,195253,2622622,2615040,2186938,211452,8478,208172,7582,24370110,10474379,
2008:Q1,Next40,25975385,11599619,9735723,1863896,14375767,2221814,518662,565730,397573,168157,109666,90177,19489,1687969,491089,539409,1668273,4949658,1230048,393448,5736838,5726024,4620057,958398,14933,132637,10814,20238547,46554270,
2008:Q1,Bottom50,6012423,4481194,3363671,1117523,1531230,319077,38628,45512,35591,9921,3392,3392,0,121520,107522,21225,282459,239222,176378,176295,4972782,4970272,3461890,1380711,16907,110765,2510,1039641,58187382,
2008:Q2,TopPt1,7330234,874178,650377,223801,6456056,447506,271886,794392,634021,160371,383766,370482,13284,2538549,90037,456,70355,116540,1722751,19818,92565,91254,48923,7273,7076,27982,1312,7237669,116455,
2008:Q2,RemainingTop1,11073455,2479761,2114590,365171,8593695,791924,415627,799564,656086,143478,222463,196418,26045,3091666,146681,71042,537595,485606,1975833,55694,506086,502146,381212,47601,7058,66275,3940,10567370,1044018,
2008:Q2,Next9,26630173,7440164,6480352,959812,19190010,2202081,819436,1012488,732870,279619,283704,247825,35879,4296491,341876,700482,1569359,4995318,2772245,196530,2641847,2634136,2239959,211862,6437,175878,7711,23988327,10483433,
2008:Q2,Next40,25649015,11339710,9458513,1881197,14309305,2164378,503174,563130,405244,157886,107075,86089,20986,1632630,494015,538764,1641708,5034909,1231283,398240,5673760,5662916,4576123,964566,9951,112276,10843,19975256,46593565,
2008:Q2,Bottom50,5943980,4437768,3319941,1117827,1506212,309015,36405,44510,35354,9156,3237,3098,139,115114,108070,20955,281650,233808,175828,177620,4947043,4944524,3436654,1389152,13100,105618,2520,996936,58236342,
2008:Q3,TopPt1,6893203,879447,650584,228863,6013756,465269,276131,868002,687435,180566,349455,335831,13624,2165967,90920,482,59234,105273,1612578,20444,101641,100328,50115,7774,12212,30227,1313,6791562,116500,
2008:Q3,RemainingTop1,10595830,2411386,2054097,357289,8184444,828521,421140,838095,676615,161480,257464,230535,26929,2631700,144420,71749,509466,496726,1928860,56302,493583,489696,377707,49810,11685,50494,3887,10102247,1045157,
2008:Q3,Next9,25906781,7306847,6337222,969625,18599934,2284020,815924,1076225,775845,300380,276175,235177,40998,3784700,342710,673634,1479761,5021688,2645140,199957,2650532,2642840,2197202,210506,11906,223225,7692,23256249,10491225,
2008:Q3,Next40,25160380,11069914,9171075,1898839,14090466,2180907,496710,593572,421058,172514,102274,79546,22727,1472361,493169,533806,1474750,5110689,1224515,407713,5698890,5688129,4553304,964623,20202,150000,10761,19461490,46627137,
2008:Q3,Bottom50,5834237,4366952,3244798,1122154,1467285,309968,35311,45138,35320,9818,3158,2808,350,100024,107984,20601,262153,228270,173555,181122,5029861,5027364,3475550,1411100,22942,117772,2497,804376,58278560,
2008:Q4,TopPt1,6258097,891400,652663,238737,5366697,494815,332459,970680,778067,192613,207171,193991,13181,1635890,91174,467,44481,93942,1474557,21061,100032,98591,51506,8421,12079,26585,1440,6158065,116548,
2008:Q4,RemainingTop1,10013608,2345520,2000549,344970,7668089,887656,511392,884801,712573,172228,311414,284646,26769,1971666,140233,71320,460498,507096,1865131,56881,531414,526810,373308,52276,12165,89061,4604,9482194,1046266,
2008:Q4,Next9,24821161,7185175,6218258,966917,17635985,2408579,880946,1165641,854048,311593,182312,138755,43557,3018467,341431,607965,1309420,5031866,2486082,203276,2496824,2488687,2161884,208578,12322,105902,8137,22324337,10498389,
2008:Q4,Next40,24482841,10792683,8893001,1899682,13690159,2225729,519098,633079,454357,178722,64937,41536,23401,1228491,490164,511143,1218349,5170757,1211453,416958,5565569,5554544,4507788,958934,19869,67954,11024,18917272,46657938,
2008:Q4,Bottom50,5689814,4275500,3160548,1114952,1414315,315128,37719,45595,35610,9985,2716,2322,395,78955,107536,19928,229587,222535,170098,184518,5020570,5017993,3482774,1415580,23699,95940,2577,669245,58317640,
2009:Q1,TopPt1,5914477,896202,653654,242548,5018275,488203,330340,1056626,818313,238313,155050,142030,13020,1420060,92807,516,37804,82529,1333068,21272,99009,97591,52945,8599,9435,26612,1418,5815468,116604,
2009:Q1,RemainingTop1,9667702,2278709,1945263,333446,7388993,877622,506523,936713,723789,212924,328653,301668,26984,1711542,140196,72826,445794,516653,1796130,56342,535301,530893,370690,54396,10378,95429,4408,9132402,1047396,
2009:Q1,Next9,24195838,7057454,6087969,969486,17138384,2401856,870051,1236197,882022,354175,155915,108730,47186,2705793,344694,598541,1277304,5024258,2321052,202723,2435761,2427730,2129749,200677,9920,87384,8031,21760077,10505561,
2009:Q1,Next40,24036305,10526573,8626578,1899995,13509732,2183386,509895,677928,461446,216482,53898,29402,24496,1116678,491770,515457,1134551,5213638,1194744,417788,5499550,5488672,4494017,922381,14198,58076,10878,18536756,46688917,
2009:Q1,Bottom50,5572738,4196114,3090308,1105806,1376624,307339,36245,47006,35107,11899,2501,1992,508,69088,107860,19745,220121,216585,166134,184001,5038745,5036211,3529626,1392089,19506,94990,2534,533993,58357189,
2009:Q2,TopPt1,5894915,892277,654662,237615,5002638,487828,308378,940771,697827,242943,146357,133545,12812,1764788,95643,626,40640,71329,1124680,21598,104005,102689,55245,9351,10904,27190,1315,5790911,116674,
2009:Q2,RemainingTop1,9924676,2218855,1894477,324378,7705821,879455,469499,879046,661974,217072,345599,318462,27137,2163861,143779,75932,479419,527632,1685485,56115,533377,529655,368439,56907,12213,92095,3722,9391299,1048599,
2009:Q2,Next9,24481917,6942641,5960208,982433,17539276,2417571,833215,1112544,755331,357213,162303,111575,50728,3257582,351926,640223,1435583,5046972,2078104,203253,2448822,2441191,2138823,197226,12007,93136,7631,22033095,10513377,
2009:Q2,Next40,24074275,10310794,8405498,1905295,13763482,2156208,490028,605669,390958,214711,54945,29400,25545,1275609,497412,543618,1271549,5285734,1161730,420980,5456952,5446440,4456256,907075,17181,65929,10511,18617324,46723023,
2009:Q2,Bottom50,5533777,4146409,3048155,1098253,1387369,301813,33544,44292,32705,11587,2427,1811,616,79866,108862,19942,241815,211041,159187,184580,5030026,5027600,3528051,1378314,23226,98010,2426,503751,58400812,
2009:Q3,TopPt1,6252467,887242,658004,229238,5365225,486448,278126,1041941,817979,223962,141507,128949,12558,2120694,98716,745,43954,60180,1070879,22035,108406,107104,56701,9901,12683,27820,1302,6144060,116763,
2009:Q3,RemainingTop1,10373680,2170741,1856059,314682,8202939,879298,419319,911530,711338,200192,362991,335760,27231,2635236,148041,79066,514738,538808,1657727,56185,529376,525798,364560,58820,14372,88047,3577,9844304,1049926,
2009:Q3,Next9,25193140,6858415,5862461,995954,18334725,2429501,783332,1198976,860325,338650,171478,117300,54178,3814256,359925,685702,1606497,5073139,2007100,204817,2424890,2417332,2106654,195191,14623,100864,7557,22768251,10522470,
2009:Q3,Next40,24292068,10148083,8242811,1905272,14143985,2126814,464200,627815,436579,191236,56994,30445,26549,1426350,503848,573209,1422720,5361192,1154419,426424,5427897,5417508,4418236,902940,21153,75179,10389,18864171,46763206,
2009:Q3,Bottom50,5519129,4112109,3026344,1085765,1407020,295965,30342,43355,33266,10089,2364,1647,717,90305,110000,20106,265172,205574,157633,186203,5066679,5064288,3543298,1391860,27762,101368,2390,452451,58452116,
2009:Q4,TopPt1,6224437,907996,667469,240527,5316441,510807,264575,997197,798808,198389,129047,116739,12309,2183427,101273,846,42640,48966,1014981,22682,112882,111731,58908,10688,13515,28620,1151,6111555,116879,
2009:Q4,RemainingTop1,10445796,2143898,1838454,305444,8301898,928405,396352,874293,696879,177414,378130,350797,27333,2730949,150690,81670,527737,549441,1627406,56825,522755,520161,361879,60866,15703,81713,2595,9923040,1051430,
2009:Q4,Next9,25372740,6839054,5838786,1000267,18533687,2535350,755431,1144103,831843,312260,174065,116348,57717,3930849,366206,712972,1686764,5086375,1933214,208358,2443677,2436699,2112837,192721,16208,114933,6978,22929063,10533478,
2009:Q4,Next40,24297573,10032090,8109391,1922699,14265483,2159738,447675,578481,415758,162723,56734,29154,27579,1446512,508566,594548,1467265,5424316,1145477,436171,5391658,5381769,4374195,895527,23124,88923,9889,18905915,46812416,
2009:Q4,Bottom50,5481432,4070162,2979080,1091082,1411270,299350,28286,40532,32183,8350,2291,1469,822,90430,110855,20101,273786,199975,155842,189823,5067249,5065007,3533482,1395216,30484,105826,2242,414184,58514705,
2010:Q1,TopPt1,6454690,919618,678051,241567,5535072,508003,226785,1099938,870998,228940,117264,105376,11888,2323394,102975,942,41560,38280,1053288,22642,124217,122878,60819,11360,21315,29383,1339,6330473,117026,
